iter	Logloss
0	0.5970870739
1	0.5335987449
2	0.4849315853
3	0.4517045848
4	0.4280183226
5	0.4125564928
6	0.3982547284
7	0.3883220565
8	0.3785667645
9	0.3712903514
10	0.3657390819
11	0.3566999463
12	0.351447774
13	0.3449536932
14	0.337692742
15	0.3316611053
16	0.3286898837
17	0.324227644
18	0.3196589615
19	0.3160979388
20	0.3129807953
21	0.3089921515
22	0.3067369746
23	0.3034108208
24	0.2985450641
25	0.2952393242
26	0.2922459886
27	0.2892761921
28	0.2870794474
29	0.2846252069
30	0.2813587989
31	0.2785022588
32	0.2760262514
33	0.2744073261
34	0.2721255131
35	0.270038768
36	0.2678467749
37	0.2653196129
38	0.2635762102
39	0.2620767739
40	0.2582963686
41	0.2562314275
42	0.2532130693
43	0.2512033957
44	0.2476248714
45	0.246138533
46	0.2443742046
47	0.2404113003
48	0.2365782226
49	0.234334361
50	0.2310404372
51	0.2282058959
52	0.2254301275
53	0.2236886015
54	0.2214229029
55	0.2192101154
56	0.2169639427
57	0.2138859691
58	0.2110690487
59	0.2082210215
60	0.2056099911
61	0.2023090062
62	0.2004977715
63	0.1989763859
64	0.1975609864
65	0.1953919807
66	0.1926619639
67	0.1914996533
68	0.1882804546
69	0.1856761486
70	0.1833847446
71	0.1810229157
72	0.178896607
73	0.176603875
74	0.1740745373
75	0.1729547793
76	0.1716080588
77	0.1688143509
78	0.1668035145
79	0.164787614
80	0.1623556382
81	0.1606518734
82	0.1590993993
83	0.15755444
84	0.1570166348
85	0.1555976703
86	0.1542333509
87	0.1532302731
88	0.1508752516
89	0.1493142753
90	0.1477315843
91	0.1460682969
92	0.1453864127
93	0.1439507112
94	0.1427807866
95	0.1412914192
96	0.1401713262
97	0.1393186001
98	0.1378944321
99	0.1364913802
100	0.1349095465
101	0.1335815151
102	0.1322154793
103	0.1314036152
104	0.1303580074
105	0.129150096
106	0.1284530792
107	0.1272172976
108	0.1254172851
109	0.1242351065
110	0.1228115519
111	0.1215211685
112	0.1202386056
113	0.1194340718
114	0.1183723503
115	0.117122759
116	0.1162332099
117	0.1151697222
118	0.1150579518
119	0.1135961028
120	0.1120167025
121	0.1113767727
122	0.1106290346
123	0.1098225506
124	0.1090008608
125	0.1077779002
126	0.1066757952
127	0.106248173
128	0.1053799046
129	0.1046913548
130	0.1040159632
131	0.1029635178
132	0.1019825925
133	0.1010250393
134	0.0999131248
135	0.09898858127
136	0.09785097982
137	0.09693075278
138	0.09586281006
139	0.09504893597
140	0.0940513569
141	0.09345040212
142	0.09282217687
143	0.09203342933
144	0.09137820721
145	0.0905746187
146	0.08999057974
147	0.08904770825
148	0.08839544359
149	0.08801372665
150	0.08714635109
151	0.08666402142
152	0.08547204437
153	0.08489986828
154	0.08417337707
155	0.08341424537
156	0.08280500928
157	0.08245047205
158	0.0819746762
159	0.08141631622
160	0.08075601857
161	0.08044268549
162	0.08001487917
163	0.07965307321
164	0.07894775382
165	0.07855395729
166	0.07805757005
167	0.07745418372
168	0.07704685333
169	0.07659275964
170	0.07612754454
171	0.07571845429
172	0.07519994352
173	0.07447857887
174	0.07407759699
175	0.07324609654
176	0.07271354819
177	0.07212040354
178	0.07154211253
179	0.07088086951
180	0.07063133852
181	0.07031454903
182	0.069936895
183	0.06940873189
184	0.06906496362
185	0.06870487239
186	0.06833779032
187	0.06793173777
188	0.06775960846
189	0.06754727347
190	0.06724439993
191	0.06679198286
192	0.06643076062
193	0.06618604339
194	0.06580997204
195	0.06552790577
196	0.06509366667
197	0.06483319628
198	0.06457583734
199	0.06411321727
200	0.0638654289
201	0.06359495301
202	0.06307355037
203	0.06284040698
204	0.06258573949
205	0.06193446955
206	0.06155463724
207	0.06126349197
208	0.06088354628
209	0.06073692165
210	0.06044367114
211	0.06011911265
212	0.05986930863
213	0.05961767453
214	0.05949720034
215	0.05937230151
216	0.05907124462
217	0.05891441031
218	0.05876625434
219	0.05868012481
220	0.05833194916
221	0.05821017503
222	0.05801017271
223	0.05771054369
224	0.05733751701
225	0.057044028
226	0.05669102208
227	0.05652722601
228	0.05642317946
229	0.05617772088
230	0.05592343868
231	0.05575500623
232	0.05553646713
233	0.05543472702
234	0.05513502905
235	0.05497516449
236	0.05467823204
237	0.05458548392
238	0.054299767
239	0.05404738008
240	0.05385939624
241	0.0535457928
242	0.05324364274
243	0.05306280062
244	0.05272993606
245	0.05264341704
246	0.05243777678
247	0.05225618859
248	0.05206217605
249	0.05192635745
