iter	Logloss
116	0.3738346775
117	0.3733352309
118	0.372730486
119	0.3721937613
120	0.3717819026
121	0.3710892854
122	0.3706766817
123	0.3700736367
124	0.3696272937
125	0.3690312416
126	0.3685930943
127	0.3680467541
128	0.3676029057
129	0.3671548064
130	0.3666860512
131	0.3663123134
132	0.3660526171
133	0.365603214
134	0.3652389871
135	0.3646984652
136	0.3643334766
137	0.3639100593
138	0.3635256644
139	0.363154421
140	0.3628228808
141	0.3623309296
142	0.3617925466
143	0.3614307113
144	0.3611927567
145	0.3608600839
146	0.3604236106
147	0.3599909122
148	0.3596214396
149	0.35921475
150	0.3589643883
151	0.3585171487
152	0.3581297906
153	0.3576675036
154	0.3572716359
155	0.356868033
156	0.3564650687
157	0.3560317598
158	0.3556970431
159	0.3553656196
160	0.3550261162
161	0.3547595739
162	0.3545155393
163	0.3541335751
164	0.3536255788
165	0.353288981
166	0.3529244393
167	0.3525352629
168	0.3521941917
169	0.3518256241
170	0.3515563192
171	0.3511864901
172	0.3508548473
173	0.350636166
174	0.3502934258
175	0.3498999375
176	0.3494308463
177	0.3491367629
178	0.3488560724
179	0.3486249509
180	0.3484727275
181	0.3480786607
182	0.347944917
183	0.34761998
184	0.3470296591
185	0.3466083725
186	0.3461610617
187	0.3460127794
188	0.3457574934
189	0.3454075797
190	0.3450810686
191	0.3447223665
192	0.3445616006
193	0.3442209693
194	0.3440090217
195	0.3436820411
196	0.3432608363
197	0.3429385316
198	0.3425836437
199	0.3422691391
200	0.3419744149
201	0.3416759069
202	0.3414037254
203	0.3410823393
204	0.340726994
205	0.3404003088
206	0.3400981717
207	0.3398400871
208	0.3396561856
209	0.3393021829
210	0.3389251128
211	0.3386834188
212	0.3385419122
213	0.3383403833
214	0.3381811066
215	0.3378819928
216	0.3376288362
217	0.3374308864
218	0.3371719329
219	0.3369507899
220	0.3367448615
221	0.3363629495
222	0.3360555551
223	0.3357072391
224	0.3354194497
225	0.3351441461
226	0.3349609777
227	0.3346893106
228	0.3343946083
229	0.3340863052
230	0.3337657524
231	0.333575946
232	0.3331627134
233	0.3329272325
234	0.3327160003
235	0.3324111237
236	0.3321043723
237	0.3318466568
238	0.3315141181
239	0.3313225291
240	0.3310053913
241	0.3306999051
242	0.3303594825
243	0.3301110613
244	0.3297619885
245	0.3294581687
246	0.329214139
247	0.3289469947
248	0.3285874212
249	0.328311127
250	0.3281555289
251	0.3277222463
252	0.3274948454
253	0.3271898279
254	0.3269689138
255	0.3266998619
256	0.3264661636
257	0.3260899934
258	0.3257506316
259	0.3254162998
260	0.3251944698
261	0.3250015125
262	0.3247090383
263	0.3244602464
264	0.3242016574
265	0.3240081732
266	0.3237671198
267	0.3236291246
268	0.3234392405
269	0.3232006556
270	0.3229765202
271	0.3228146078
272	0.3224746525
273	0.3222420781
274	0.3220373363
275	0.3217556742
276	0.3215287149
277	0.3212032342
278	0.320972388
279	0.3206542523
280	0.320343689
281	0.3200337209
282	0.3196677775
283	0.3193181444
284	0.3190821379
285	0.3187784758
286	0.3186675672
287	0.3185332705
288	0.318228894
289	0.3179707606
290	0.3177525768
291	0.3174991034
292	0.3173295624
293	0.3170099097
294	0.316735019
295	0.3164244335
296	0.3162031696
297	0.3160445189
298	0.3158018587
299	0.3156549525
300	0.3153911583
301	0.3152339632
302	0.3149588153
303	0.3147616705
304	0.3144885568
305	0.3141524339
306	0.3138588326
307	0.313555828
308	0.3134010151
309	0.3130965673
310	0.3128631067
311	0.3125929987
312	0.3124229215
313	0.3121992004
314	0.3118459488
315	0.3115095298
316	0.3111868256
317	0.3109412787
318	0.3107170843
319	0.310497918
320	0.3103151945
321	0.3100526193
322	0.3097550385
323	0.3093663613
324	0.3090341948
325	0.3087454229
326	0.3084478388
327	0.3081790262
328	0.3080295872
329	0.3078167144
330	0.3075867217
331	0.3074313693
332	0.3072553072
333	0.3070536494
334	0.3069185462
335	0.3067601189
336	0.3065987592
337	0.3064126265
338	0.3061843545
339	0.3060525128
340	0.305713158
341	0.3054386187
342	0.3051244935
343	0.304832488
344	0.3045631172
345	0.3043720422
346	0.3040789572
347	0.3038530014
348	0.3037016483
349	0.3033969239
350	0.3030295342
351	0.3028646708
352	0.30272081
353	0.3024416574
354	0.302176898
355	0.3019669378
356	0.3017352281
357	0.3015763945
358	0.3013767073
359	0.3011007597
360	0.3009005602
361	0.3006772177
362	0.3004178351
363	0.3001865543
364	0.2999728076
365	0.2996637841
366	0.2993621456
367	0.2990937003
368	0.2989812705
369	0.2987214996
370	0.2984333992
371	0.2983216729
372	0.298224241
373	0.2980625418
374	0.2977466931
375	0.2975545041
376	0.2973521896
377	0.2970356918
378	0.2968138623
379	0.2966070863
380	0.2963979383
381	0.2962583735
382	0.2961434516
383	0.2959204263
384	0.2958042133
385	0.2955826979
386	0.2952831347
387	0.29507324
388	0.2946646514
389	0.2944358113
390	0.2942108356
391	0.2940001436
392	0.2938126074
393	0.293579532
394	0.2932853265
395	0.2930410014
396	0.2927714408
397	0.2925416312
398	0.2923757596
399	0.2921355983
400	0.2919460104
401	0.2917339706
402	0.2914830259
403	0.2912215265
404	0.2908263962
405	0.2906038197
406	0.2904215211
407	0.2902459378
408	0.289980388
409	0.2897689238
410	0.2895088216
411	0.2894045884
412	0.289152862
413	0.2888222804
414	0.2886022172
415	0.2883771661
416	0.2880188969
417	0.2877621299
418	0.2875127472
419	0.2873809342
420	0.2871535852
421	0.2868933385
422	0.286687531
423	0.2864138336
424	0.2862673602
425	0.2860873907
426	0.2857767095
427	0.2855267713
428	0.2852651271
429	0.2849629589
430	0.2847022371
431	0.2844065099
432	0.2842190848
433	0.2841590668
434	0.2839210842
435	0.2835579215
436	0.2833875701
437	0.2832321959
438	0.2829984782
439	0.2827047734
440	0.282433718
441	0.2820805231
442	0.2819139173
443	0.2817190632
444	0.2815004037
445	0.281299364
446	0.2810444713
447	0.2808265851
448	0.2805300754
449	0.2804096224
450	0.2802469139
451	0.2799291379
452	0.279634376
453	0.279398338
454	0.2791450969
455	0.2787461887
456	0.2785620954
457	0.2784850454
458	0.2781653334
459	0.2779304565
460	0.2776718602
461	0.2773914763
462	0.2770576761
463	0.2768743521
464	0.2766114692
465	0.2764480584
466	0.2762154952
467	0.2760803568
468	0.2757932711
469	0.2754616489
470	0.275301075
471	0.2752261123
472	0.2749387111
473	0.2746670875
474	0.2744335575
475	0.2743083688
476	0.2741064421
477	0.2738844099
478	0.2736836597
479	0.2734344184
480	0.2732699902
481	0.2731013764
482	0.2730624272
483	0.2727514075
484	0.2726094545
485	0.2725324296
486	0.2723028912
487	0.2720152999
488	0.2716878986
489	0.271348396
490	0.2711056084
491	0.27084427
492	0.270516606
493	0.2703871858
494	0.2701003719
495	0.2699095143
496	0.2697154277
497	0.2695376675
498	0.2692714641
499	0.2690328816
500	0.2687266744
501	0.2684803616
502	0.2683567121
503	0.2681299841
504	0.2680794718
505	0.2679667055
506	0.2678113251
507	0.267606107
508	0.267379387
509	0.267009126
510	0.2668216291
511	0.2665816504
512	0.2663691855
513	0.2663241387
514	0.2660406352
515	0.2658042815
516	0.2655013327
517	0.2652224493
518	0.2650543747
519	0.265008854
520	0.2647892986
521	0.2644877979
522	0.2642013016
523	0.2640532941
524	0.263852821
525	0.2635484617
526	0.2632477152
527	0.2629687079
528	0.2627877681
529	0.2624949591
530	0.2623417645
531	0.2620834611
532	0.2618605249
533	0.2617149519
534	0.2615127029
535	0.2611969002
536	0.2609368141
537	0.2607101012
538	0.2604213173
539	0.2602459571
540	0.2599009369
541	0.2597428405
542	0.2595226802
543	0.2593149198
544	0.2591920432
545	0.2590576784
546	0.2589694258
547	0.2586283641
548	0.2583653466
549	0.2581569333
550	0.2579868452
551	0.2577338299
552	0.2574263413
553	0.2572295531
554	0.2570425715
555	0.2568855993
556	0.2567090535
557	0.2563830789
558	0.256225495
559	0.2560255889
560	0.2558165061
561	0.2554623241
562	0.255159821
563	0.2548663403
564	0.2545316668
565	0.2544877392
566	0.2541909398
567	0.2538958562
568	0.2536508902
569	0.253419
570	0.2531151118
571	0.2530153481
572	0.2529328777
573	0.2528178452
574	0.2525869575
575	0.2524223614
576	0.2521837921
577	0.2520552233
578	0.2518548222
579	0.2516575287
580	0.2514314289
581	0.2512335361
582	0.2510845934
583	0.250950335
584	0.2506550266
585	0.2504093571
586	0.2501372553
587	0.2499297227
588	0.2498216193
589	0.2495014145
590	0.249345214
591	0.2490827288
592	0.2488975419
593	0.2487500851
594	0.2485488774
595	0.2482531472
596	0.2480054352
597	0.247662322
598	0.2474318813
599	0.2471071847
600	0.2469591649
601	0.2468042215
602	0.2466402613
603	0.2463200651
604	0.2461246064
605	0.2458911948
606	0.2457265799
607	0.2456503886
608	0.2454986273
609	0.2453936959
610	0.2451433479
611	0.2448145898
612	0.2445960031
613	0.244334641
614	0.2441243887
615	0.243878556
616	0.2436723133
617	0.2435059138
618	0.2432425461
619	0.2429341041
620	0.2427263871
621	0.2424651999
622	0.2422213673
623	0.2419392262
624	0.2417759669
625	0.2414676176
626	0.2411695001
627	0.2407967711
628	0.2405254319
629	0.2403173367
630	0.2401556182
631	0.2398128135
632	0.2396790465
633	0.2394392741
634	0.2392665148
635	0.2390952174
636	0.2388765265
637	0.2385408452
638	0.2382384383
639	0.2379596324
640	0.2377180863
641	0.237534345
642	0.2372370418
643	0.2369606974
644	0.2368041061
645	0.2367516564
646	0.2365898032
647	0.2362924705
648	0.2360466415
649	0.2358257732
650	0.2356406883
651	0.2354960008
652	0.2352393647
653	0.2349764967
654	0.2347174749
655	0.2345031957
656	0.2343302059
657	0.2342968449
658	0.2340957462
659	0.2338947665
660	0.2336050428
661	0.233572242
662	0.233403078
663	0.2331535757
664	0.2328629179
665	0.2325623521
666	0.2322967927
667	0.2320833042
668	0.2319383749
669	0.2317468471
670	0.2314566312
671	0.231399225
672	0.231200365
673	0.2310066978
674	0.2307746513
675	0.2305864561
676	0.2303019089
677	0.2301066557
678	0.2298832897
679	0.2296602884
680	0.2294982097
681	0.2293388974
682	0.229271312
683	0.2289629268
684	0.2287482903
685	0.2285604338
686	0.228383328
687	0.2281480045
688	0.2279550549
689	0.2277172994
690	0.227527318
691	0.2273246139
692	0.2271935041
693	0.2268857046
694	0.2266134972
695	0.2263461161
696	0.2261772114
697	0.2259269427
698	0.2256589256
699	0.2254779376
700	0.2253357716
701	0.2251626219
702	0.224901577
703	0.2247147103
704	0.2245046629
705	0.2242099106
706	0.2240124508
707	0.2238632087
708	0.2236717449
709	0.2234053148
710	0.2232503184
711	0.2231257854
712	0.2228237825
713	0.2225196707
714	0.222295631
715	0.2220668117
716	0.2220295294
717	0.2219954714
718	0.2217840974
719	0.221573696
720	0.2215439057
721	0.2213476772
722	0.2211152483
723	0.220920621
724	0.2207887008
725	0.2205900658
726	0.2204078123
727	0.2202142411
728	0.2200472803
729	0.2197895369
730	0.2196017395
731	0.2194892711
732	0.2192156792
733	0.219012451
734	0.2187334227
735	0.2185632314
736	0.2184636683
737	0.2182676904
738	0.2179575522
739	0.2178179312
740	0.2176380033
741	0.2174132086
742	0.2172540076
743	0.2170830186
744	0.2168958913
745	0.2167167619
746	0.2165838932
747	0.2163857191
748	0.2162241705
749	0.2160437042
750	0.215895896
751	0.2156219604
752	0.2153201578
753	0.2151766512
754	0.2150143299
755	0.2148116087
756	0.214551058
757	0.214286799
758	0.2140582022
759	0.213847244
760	0.2137049297
761	0.2134997556
762	0.2132648098
763	0.2130874109
764	0.2128864922
765	0.2126812142
766	0.2124876451
767	0.2121927066
768	0.2120005838
769	0.2118509259
770	0.2116949556
771	0.2115597925
772	0.2113223751
773	0.2111205771
774	0.2108250218
775	0.2106078398
776	0.2104163749
777	0.2102025239
778	0.2099281332
779	0.2096893229
780	0.2094328551
781	0.20919068
782	0.2090312372
783	0.2088637061
784	0.2087156781
785	0.208559825
786	0.2083384398
787	0.2081629651
788	0.2079101427
789	0.2077773748
790	0.2076211556
791	0.2074625753
792	0.2072680205
793	0.2071092494
794	0.2069339576
795	0.2068326685
796	0.2066777287
797	0.2065997192
798	0.2064179897
799	0.206258103
800	0.2061477793
801	0.2059358971
802	0.2057119583
803	0.2055391607
804	0.2052045333
805	0.2050828167
806	0.2048811303
807	0.204727739
808	0.2044755311
809	0.204369257
810	0.2041525983
811	0.2041076955
812	0.2040828124
813	0.2038566275
814	0.2036838585
815	0.2034434003
816	0.2032507734
817	0.2030127298
818	0.2028412187
819	0.2027354527
820	0.2025184743
821	0.2023837389
822	0.2022409914
823	0.2020505466
824	0.2018913916
825	0.2017281149
826	0.2016734314
827	0.2015307249
828	0.2014452731
829	0.2012581784
830	0.2011155291
831	0.2008710496
832	0.2007212263
833	0.2005908422
834	0.2004331847
835	0.2002802007
836	0.2001019957
837	0.1998664964
838	0.1997139559
839	0.1994896269
840	0.1993079931
841	0.1991400106
842	0.1988941781
843	0.1987120984
844	0.1986319606
845	0.1985657419
846	0.1985204557
847	0.1982908818
848	0.198156509
849	0.1979488325
850	0.1978125737
851	0.1975832094
852	0.1973574508
853	0.1971937775
854	0.1970590863
855	0.1969964854
856	0.1969180943
857	0.1967449661
858	0.1965015897
859	0.1963693077
860	0.1961785097
861	0.1959470682
862	0.1958549359
863	0.1956272607
864	0.195481289
865	0.1952768806
866	0.1951510978
867	0.1949201129
868	0.1946861574
869	0.1944556515
870	0.1943423462
871	0.1942007603
872	0.1939835544
873	0.1937807679
874	0.1935782283
875	0.1934031901
876	0.1931754287
877	0.1930127681
878	0.1927685136
879	0.1927112359
880	0.1925827683
881	0.1924707165
882	0.192438987
883	0.1923142849
884	0.1921122865
885	0.1920065514
886	0.191758329
887	0.1915676548
888	0.1914406194
889	0.1912255811
890	0.1910604831
891	0.190960371
892	0.1907741797
893	0.1906470234
894	0.1904145075
895	0.1903046954
896	0.1901351657
897	0.1900060552
898	0.1897996325
899	0.1895689882
900	0.1893904404
901	0.1892384636
902	0.1890671857
903	0.1889278717
904	0.1886704473
905	0.1884936346
906	0.1882858481
907	0.1880639496
908	0.1878339253
909	0.1876065829
910	0.1874862406
911	0.1873248289
912	0.1871290778
913	0.187078184
914	0.1868670432
915	0.1867137906
916	0.1865967985
917	0.1864269193
918	0.1863328955
919	0.1861481731
920	0.1859589401
921	0.1857753408
922	0.185585388
923	0.185445961
924	0.1853228441
925	0.1851182043
926	0.1850882291
927	0.1848813207
928	0.1846967516
929	0.1846068846
930	0.1845696552
931	0.1844408377
932	0.1843034459
933	0.1841833344
934	0.1840693634
935	0.1838500814
936	0.1837367908
937	0.1835569273
938	0.18342204
939	0.1832302866
940	0.1830380076
941	0.1828469078
942	0.1827405318
943	0.1825403758
944	0.1823831024
945	0.1822780198
946	0.1821508726
947	0.1821053572
948	0.1819215801
949	0.1817226555
950	0.1817140154
951	0.1815287799
952	0.1813944981
953	0.1812145657
954	0.1810224135
955	0.1809356701
956	0.1808114522
957	0.1805740644
958	0.1804454974
959	0.1803069698
960	0.1801574564
961	0.1799772248
962	0.1797803132
963	0.1796100803
964	0.1794233728
965	0.1792715746
966	0.1792327602
967	0.1791036809
968	0.178859874
969	0.1787275946
970	0.1785265711
971	0.1783321034
972	0.1782470701
973	0.1781536084
974	0.1779905847
975	0.1777948866
976	0.1776628458
977	0.1775341274
978	0.1773461864
979	0.1772006851
980	0.1770905139
981	0.176958965
982	0.1767670206
983	0.1766396436
984	0.176435281
985	0.1763323182
986	0.1761308268
987	0.175979981
988	0.1758317537
989	0.1756169548
990	0.1754636262
991	0.1752644628
992	0.1752535221
993	0.1751158888
994	0.1750551775
995	0.1749489554
996	0.1748084989
997	0.1745413689
998	0.1744383938
999	0.1743185142
