,feature,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,importance
0,month-mode,2.6148423631575937,1.7258359261052725,1.5441910704881867,2.2476505994371014,1.882726665042643,2.231091635471203,0.0,1.76547446494223,1.8828464212617264,2.4698715354468295,1.8364530681352786
1,year_month-mode,2.206879652758823,1.5835891129238564,2.114116392841003,1.3719830434913165,1.9709355052866129,1.8070473864077992,5.093271964474054,1.3285373089013002,2.7869861831125573,0.9364333423846002,2.1199779892581923
2,order_ts-first,2.643043670558028,1.6298546991559202,2.3799123767733876,2.3310078970503483,2.0235806928640683,2.199698403343578,1.1886675610892952,1.3639122809982547,2.149837574454752,2.9969853414707774,2.090650049775841
3,order_ts-last,2.49309294308508,2.1474897199558014,1.7848790451851395,1.4135511500414617,4.343607196426627,1.0247773893962255,8.691372426472789,3.0985691554787227,1.791687102428897,3.1783334578999205,2.9967359586370668
4,order_ts_diff-mean,1.1655784713744572,0.02079669877676801,1.0163081911015492,0.8781300434325257,0.5309126021745524,0.49895814030346064,0.13760331589064473,1.1371344928378848,0.6476962717116956,0.3518738157179843,0.6384992043321522
5,order_ts_diff-max,1.9748195766963292,2.4554089937211185,2.099443612759574,2.2585464236148534,3.365661274171541,1.9372555016735038,0.0,2.0163960130565757,2.046670865315571,3.84822817348755,2.2002430434496616
6,order_ts_diff-sum,0.7274169579759848,0.6183235643565175,1.0386791135199305,0.9720885889965093,0.5748689432925697,0.47407011349532074,0.5918933895357379,1.296698592693046,0.9979512382122956,1.0564553257948492,0.834844582787276
7,order_ts_diff-count,0.9992499074799776,0.7314141724128722,0.3407939146327705,0.5071292103468348,0.614478088063122,0.6448395732875506,0.4858823340956921,0.8805073234567599,1.2080383758711453,0.7192754768149505,0.7131608376461676
8,order_ts_diff-std,1.3249715125414647,1.8161691853883297,2.6731587879671252,2.2305195288556416,3.539306724190988,2.227824464324212,2.0187225225860637,1.5810231188391342,2.175600948147365,1.5594279533134703,2.1146724746153795
9,order_ts_diff-skew,0.31104974461170226,0.8133571582402368,0.8252325238821705,0.7232273155857317,0.9788892519181158,1.149042033778366,1.097504429612568,1.0385480239821874,1.5881952681214808,1.677134968364663,1.0202180718097222
