iter	Passed	Remaining
3040	105504	2565547
3041	105534	2565402
3042	105566	2565316
3043	105604	2565352
3044	105644	2565455
3045	105684	2565547
3046	105722	2565577
3047	105761	2565651
3048	105798	2565667
3049	105835	2565687
3050	105867	2565601
3051	105901	2565532
3052	105933	2565451
3053	105967	2565396
3054	105999	2565304
3055	106032	2565217
3056	106064	2565127
3057	106098	2565055
3058	106130	2564962
3059	106164	2564904
3060	106198	2564872
3061	106244	2565103
3062	106289	2565313
3063	106323	2565268
3064	106355	2565157
3065	106389	2565115
3066	106423	2565062
3067	106455	2564959
3068	106489	2564900
3069	106522	2564829
3070	106558	2564820
3071	106592	2564772
3072	106624	2564673
3073	106656	2564575
3074	106689	2564498
3075	106719	2564359
3076	106750	2564229
3077	106783	2564152
3078	106815	2564064
3079	106848	2563984
3080	106880	2563883
3081	106911	2563753
3082	106943	2563671
3083	106975	2563569
3084	107008	2563492
3085	107043	2563456
3086	107075	2563366
3087	107107	2563258
3088	107139	2563172
3089	107172	2563092
3090	107204	2562990
3091	107240	2562994
3092	107275	2562951
3093	107311	2562956
3094	107344	2562882
3095	107377	2562806
3096	107410	2562721
3097	107441	2562603
3098	107474	2562541
3099	107508	2562485
3100	107544	2562471
3101	107578	2562419
3102	107611	2562342
3103	107646	2562315
3104	107679	2562245
3105	107712	2562169
3106	107746	2562115
3107	107779	2562048
3108	107811	2561964
3109	107846	2561919
3110	107912	2562647
3111	107953	2562754
3112	107990	2562772
3113	108030	2562870
3114	108070	2562954
3115	108121	2563309
3116	108153	2563215
3117	108186	2563132
3118	108218	2563031
3119	108251	2562950
3120	108284	2562881
3121	108317	2562805
3122	108356	2562878
3123	108390	2562832
3124	108428	2562876
3125	108460	2562775
3126	108493	2562697
3127	108526	2562626
3128	108560	2562559
3129	108591	2562452
3130	108624	2562367
3131	108657	2562305
3132	108691	2562244
3133	108732	2562360
3134	108766	2562306
3135	108802	2562310
3136	108841	2562375
3137	108904	2562996
3138	108945	2563112
3139	108983	2563169
3140	109022	2563220
3141	109054	2563135
3142	109086	2563039
3143	109119	2562950
3144	109152	2562877
3145	109184	2562791
3146	109217	2562701
3147	109253	2562712
3148	109289	2562689
3149	109321	2562610
3150	109356	2562569
3151	109394	2562604
3152	109426	2562517
3153	109457	2562399
3154	109490	2562319
3155	109523	2562250
3156	109559	2562234
3157	109595	2562245
3158	109628	2562154
3159	109661	2562080
3160	109701	2562176
3161	109735	2562116
3162	109769	2562067
3163	109801	2561968
3164	109834	2561903
3165	109868	2561845
3166	109902	2561799
3167	109935	2561715
3168	109966	2561614
3169	110000	2561554
3170	110032	2561454
3171	110064	2561359
3172	110097	2561280
3173	110131	2561222
3174	110169	2561276
3175	110211	2561414
3176	110253	2561553
3177	110296	2561710
3178	110338	2561828
3179	110387	2562146
3180	110419	2562033
3181	110452	2561959
3182	110491	2562035
3183	110525	2561980
3184	110557	2561886
3185	110604	2562118
3186	110636	2562028
3187	110671	2562010
3188	110704	2561938
3189	110735	2561806
3190	110769	2561758
3191	110802	2561687
3192	110838	2561684
3193	110871	2561612
3194	110904	2561535
3195	110938	2561480
3196	110972	2561424
3197	111003	2561313
3198	111044	2561407
3199	111079	2561381
3200	111114	2561362
3201	111157	2561507
3202	111190	2561431
3203	111222	2561355
3204	111255	2561268
3205	111287	2561173
3206	111322	2561135
3207	111354	2561051
3208	111388	2560988
3209	111421	2560922
3210	111455	2560862
3211	111488	2560795
3212	111521	2560728
3213	111554	2560661
3214	111587	2560572
3215	111620	2560503
3216	111656	2560502
3217	111690	2560449
3218	111722	2560356
3219	111754	2560248
3220	111788	2560202
3221	111821	2560119
3222	111853	2560039
3223	111890	2560054
3224	111924	2559995
3225	111958	2559957
3226	111992	2559906
3227	112025	2559824
3228	112058	2559742
3229	112090	2559656
3230	112124	2559603
3231	112154	2559472
3232	112186	2559361
3233	112220	2559309
3234	112252	2559226
3235	112287	2559190
3236	112328	2559299
3237	112370	2559438
3238	112406	2559432
3239	112455	2559707
3240	112501	2559934
3241	112542	2560045
3242	112594	2560408
3243	112631	2560429
3244	112667	2560411
3245	112704	2560426
3246	112736	2560348
3247	112770	2560289
3248	112805	2560247
3249	112838	2560194
3250	112872	2560139
3251	112905	2560062
3252	112938	2559981
3253	112973	2559968
3254	113016	2560100
3255	113048	2560024
3256	113082	2559952
3257	113116	2559921
3258	113149	2559847
3259	113183	2559780
3260	113216	2559714
3261	113249	2559640
3262	113287	2559676
3263	113324	2559689
3264	113361	2559707
3265	113401	2559800
3266	113434	2559728
3267	113469	2559684
3268	113501	2559599
3269	113540	2559655
3270	113572	2559574
3271	113606	2559506
3272	113639	2559430
3273	113671	2559336
3274	113701	2559196
3275	113734	2559129
3276	113767	2559049
3277	113800	2558990
3278	113835	2558949
3279	113867	2558857
3280	113900	2558780
3281	113933	2558708
3282	113965	2558616
3283	113999	2558558
3284	114037	2558606
3285	114070	2558526
3286	114102	2558438
3287	114134	2558342
3288	114167	2558259
3289	114205	2558299
3290	114242	2558327
3291	114284	2558448
3292	114315	2558334
3293	114350	2558296
3294	114383	2558225
3295	114415	2558130
3296	114449	2558095
3297	114483	2558026
3298	114516	2557972
3299	114550	2557908
3300	114582	2557814
3301	114616	2557774
3302	114650	2557712
3303	114684	2557668
3304	114723	2557736
3305	114765	2557856
3306	114806	2557970
3307	114844	2558007
3308	114885	2558109
3309	114930	2558301
3310	114968	2558344
3311	115000	2558248
3312	115033	2558157
3313	115069	2558156
3314	115106	2558175
3315	115144	2558214
3316	115182	2558258
3317	115215	2558187
3318	115255	2558255
3319	115288	2558183
3320	115319	2558076
3321	115354	2558052
3322	115386	2557948
3323	115419	2557876
3324	115456	2557887
3325	115492	2557884
3326	115532	2557973
3327	115569	2557987
3328	115603	2557930
3329	115635	2557833
3330	115668	2557761
3331	115701	2557681
3332	115741	2557771
3333	115776	2557736
3334	115809	2557662
3335	115841	2557578
3336	115874	2557500
3337	115910	2557502
3338	115943	2557430
3339	115979	2557419
3340	116011	2557321
3341	116044	2557248
3342	116078	2557189
3343	116111	2557118
3344	116144	2557050
3345	116176	2556962
3346	116209	2556889
3347	116243	2556830
3348	116276	2556771
3349	116309	2556688
3350	116341	2556597
3351	116373	2556510
3352	116406	2556437
3353	116440	2556381
3354	116474	2556327
3355	116506	2556243
3356	116540	2556174
3357	116572	2556082
3358	116607	2556069
3359	116642	2556028
3360	116676	2555971
3361	116709	2555906
3362	116740	2555797
3363	116771	2555685
3364	116804	2555610
3365	116841	2555631
3366	116873	2555523
3367	116905	2555431
3368	116938	2555369
3369	116972	2555302
3370	117011	2555366
3371	117049	2555415
3372	117089	2555496
3373	117129	2555577
3374	117172	2555710
3375	117208	2555710
3376	117244	2555703
3377	117280	2555686
3378	117311	2555581
3379	117344	2555508
3380	117378	2555464
3381	117411	2555387
3382	117443	2555294
3383	117477	2555233
3384	117512	2555213
3385	117544	2555121
3386	117577	2555035
3387	117609	2554950
3388	117642	2554880
3389	117674	2554787
3390	117706	2554700
3391	117743	2554709
3392	117776	2554630
3393	117808	2554541
3394	117843	2554507
3395	117874	2554398
3396	117908	2554350
3397	117941	2554272
3398	117981	2554349
3399	118012	2554251
3400	118046	2554189
3401	118078	2554106
3402	118111	2554018
3403	118144	2553950
3404	118178	2553913
3405	118213	2553876
3406	118247	2553835
3407	118281	2553784
3408	118314	2553703
3409	118347	2553638
3410	118379	2553545
3411	118411	2553442
3412	118446	2553417
3413	118478	2553331
3414	118510	2553240
3415	118541	2553115
3416	118575	2553071
3417	118606	2552950
3418	118640	2552906
3419	118675	2552873
3420	118708	2552806
3421	118740	2552713
3422	118781	2552808
3423	118813	2552721
3424	118845	2552633
3425	118880	2552602
3426	118912	2552501
3427	118944	2552418
3428	118978	2552359
3429	119012	2552307
3430	119044	2552228
3431	119077	2552154
3432	119111	2552111
3433	119145	2552055
3434	119178	2551983
3435	119212	2551941
3436	119246	2551879
3437	119283	2551905
3438	119321	2551925
3439	119361	2552006
3440	119402	2552117
3441	119442	2552199
3442	119487	2552380
3443	119527	2552455
3444	119565	2552489
3445	119599	2552431
3446	119632	2552369
3447	119664	2552281
3448	119697	2552208
3449	119731	2552151
3450	119764	2552089
3451	119797	2552017
3452	119831	2551952
3453	119864	2551894
3454	119898	2551844
3455	119929	2551737
3456	119963	2551687
3457	119998	2551647
3458	120031	2551582
3459	120063	2551485
3460	120095	2551406
3461	120129	2551356
3462	120161	2551262
3463	120195	2551202
3464	120228	2551128
3465	120262	2551089
3466	120296	2551031
3467	120329	2550958
3468	120362	2550889
3469	120394	2550802
3470	120426	2550708
3471	120459	2550635
3472	120492	2550567
3473	120525	2550497
3474	120560	2550480
3475	120592	2550387
3476	120631	2550437
3477	120663	2550347
3478	120695	2550262
3479	120729	2550195
3480	120762	2550139
3481	120795	2550067
3482	120828	2549990
3483	120866	2550029
3484	120899	2549957
3485	120930	2549852
3486	120963	2549767
3487	120997	2549714
3488	121029	2549622
3489	121060	2549517
3490	121096	2549511
3491	121135	2549578
3492	121170	2549542
3493	121203	2549475
3494	121235	2549370
3495	121266	2549270
3496	121301	2549233
3497	121339	2549271
3498	121373	2549228
3499	121406	2549146
3500	121438	2549068
3501	121476	2549103
3502	121510	2549044
3503	121542	2548965
3504	121578	2548949
3505	121619	2549047
3506	121659	2549123
3507	121698	2549186
3508	121746	2549430
3509	121791	2549615
3510	121834	2549745
3511	121870	2549728
3512	121906	2549725
3513	121944	2549759
3514	121988	2549919
3515	122026	2549951
3516	122064	2549983
3517	122102	2550018
3518	122139	2550046
3519	122176	2550044
3520	122213	2550062
3521	122245	2549975
3522	122278	2549908
3523	122308	2549776
3524	122340	2549683
3525	122374	2549627
3526	122408	2549585
3527	122442	2549531
3528	122472	2549395
3529	122504	2549300
3530	122535	2549203
3531	122567	2549097
3532	122600	2549039
3533	122632	2548946
3534	122668	2548927
3535	122704	2548931
3536	122738	2548879
3537	122768	2548747
3538	122800	2548663
3539	122831	2548543
3540	122867	2548532
3541	122906	2548599
3542	122945	2548649
3543	122980	2548626
3544	123014	2548560
3545	123047	2548499
3546	123081	2548444
3547	123115	2548402
3548	123152	2548403
3549	123186	2548355
3550	123220	2548315
3551	123255	2548277
3552	123287	2548206
3553	123320	2548134
3554	123355	2548103
3555	123392	2548116
3556	123427	2548081
3557	123463	2548074
3558	123502	2548123
3559	123539	2548147
3560	123584	2548309
3561	123620	2548316
3562	123658	2548343
3563	123696	2548368
3564	123733	2548389
3565	123777	2548555
3566	123813	2548546
3567	123847	2548495
3568	123886	2548537
3569	123924	2548574
3570	123964	2548648
3571	124001	2548664
3572	124043	2548768
3573	124080	2548798
3574	124176	2550012
3575	124262	2551022
3576	124351	2552108
3577	124432	2553030
3578	124515	2553986
3579	124586	2554681
3580	124648	2555200
3581	124721	2555956
3582	124773	2556272
3583	124828	2556641
3584	124881	2556997
3585	124927	2557172
3586	124970	2557310
3587	125007	2557317
3588	125038	2557207
3589	125072	2557158
3590	125105	2557087
3591	125139	2557026
3592	125172	2556955
3593	125206	2556918
3594	125241	2556868
3595	125272	2556764
3596	125305	2556697
3597	125337	2556605
3598	125374	2556614
3599	125407	2556539
3600	125439	2556448
3601	125473	2556387
3602	125506	2556321
3603	125539	2556248
3604	125574	2556219
3605	125612	2556238
3606	125646	2556184
3607	125678	2556104
3608	125710	2556006
3609	125743	2555935
3610	125776	2555869
3611	125818	2555974
3612	125856	2555998
3613	125889	2555937
3614	125922	2555853
3615	125955	2555795
3616	125988	2555727
3617	126021	2555654
3618	126055	2555596
3619	126088	2555518
3620	126122	2555463
3621	126154	2555373
3622	126186	2555291
3623	126226	2555363
3624	126259	2555281
3625	126292	2555215
3626	126325	2555139
3627	126355	2555004
3628	126386	2554901
3629	126423	2554903
3630	126465	2555011
3631	126507	2555129
3632	126548	2555218
3633	126587	2555269
3634	126628	2555347
3635	126669	2555448
3636	126708	2555481
3637	126746	2555511
3638	126779	2555441
3639	126809	2555324
3640	126843	2555262
3641	126876	2555194
3642	126909	2555113
3643	126941	2555030
3644	126975	2554978
3645	127007	2554887
3646	127040	2554819
3647	127074	2554753
3648	127107	2554697
3649	127139	2554589
3650	127172	2554519
3651	127203	2554422
3652	127236	2554341
3653	127269	2554273
3654	127302	2554201
3655	127335	2554126
3656	127379	2554272
3657	127411	2554195
3658	127445	2554144
3659	127481	2554116
3660	127516	2554095
3661	127555	2554141
3662	127597	2554250
3663	127631	2554193
3664	127664	2554120
3665	127696	2554031
3666	127734	2554055
3667	127768	2554007
3668	127801	2553938
3669	127833	2553849
3670	127867	2553795
3671	127899	2553700
3672	127942	2553837
3673	127977	2553800
3674	128010	2553730
3675	128043	2553653
3676	128075	2553567
3677	128107	2553475
3678	128148	2553559
3679	128183	2553536
3680	128217	2553475
3681	128255	2553512
3682	128288	2553435
3683	128321	2553366
3684	128354	2553305
3685	128401	2553512
3686	128433	2553414
3687	128466	2553334
3688	128501	2553304
3689	128534	2553245
3690	128566	2553157
3691	128606	2553222
3692	128638	2553120
3693	128674	2553116
3694	128716	2553215
3695	128754	2553256
3696	128795	2553336
3697	128834	2553382
3698	128881	2553592
3699	128918	2553605
3700	128952	2553544
3701	128985	2553470
3702	129017	2553388
3703	129052	2553345
3704	129085	2553283
3705	129118	2553204
3706	129148	2553073
3707	129181	2553003
3708	129213	2552913
3709	129245	2552817
3710	129278	2552751
3711	129312	2552700
3712	129346	2552650
3713	129378	2552566
3714	129411	2552484
3715	129445	2552446
3716	129487	2552546
3717	129529	2552645
3718	129560	2552549
3719	129598	2552570
3720	129630	2552484
3721	129662	2552391
3722	129694	2552300
3723	129729	2552265
3724	129762	2552197
3725	129796	2552137
3726	129829	2552063
3727	129861	2551978
3728	129894	2551909
3729	129927	2551841
3730	129959	2551750
3731	129992	2551675
3732	130025	2551616
3733	130057	2551514
3734	130089	2551434
3735	130124	2551397
3736	130156	2551312
3737	130192	2551291
3738	130225	2551219
3739	130256	2551102
3740	130289	2551033
3741	130324	2551006
3742	130359	2550980
3743	130392	2550915
3744	130425	2550830
3745	130459	2550777
3746	130491	2550705
3747	130527	2550674
3748	130568	2550761
3749	130601	2550697
3750	130635	2550648
3751	130667	2550556
3752	130701	2550508
3753	130735	2550454
3754	130769	2550401
3755	130800	2550295
3756	130831	2550191
3757	130865	2550130
3758	130898	2550064
3759	130932	2550013
3760	130969	2550024
3761	131010	2550117
3762	131054	2550244
3763	131100	2550426
3764	131143	2550551
3765	131188	2550718
3766	131229	2550799
3767	131264	2550783
3768	131302	2550804
3769	131335	2550731
3770	131368	2550658
3771	131402	2550601
3772	131437	2550568
3773	131471	2550532
3774	131504	2550455
3775	131537	2550384
3776	131569	2550292
3777	131604	2550259
3778	131640	2550256
3779	131676	2550231
3780	131708	2550156
3781	131741	2550081
3782	131773	2549992
3783	131810	2549987
3784	131853	2550112
3785	131886	2550044
3786	131920	2550004
3787	131954	2549945
3788	131987	2549873
3789	132021	2549818
3790	132054	2549763
3791	132089	2549715
3792	132121	2549632
3793	132152	2549521
3794	132184	2549434
3795	132216	2549350
3796	132250	2549304
3797	132283	2549232
3798	132315	2549141
3799	132346	2549035
3800	132377	2548920
3801	132412	2548886
3802	132443	2548775
3803	132476	2548717
3804	132513	2548708
3805	132546	2548644
3806	132581	2548617
3807	132614	2548539
3808	132664	2548803
3809	132739	2549546
3810	132812	2550244
3811	132886	2550950
3812	132959	2551644
3813	133021	2552139
3814	133087	2552692
3815	133162	2553437
3816	133234	2554116
3817	133317	2554988
3818	133388	2555645
3819	133477	2556645
3820	133527	2556897
3821	133566	2556957
3822	133608	2557057
3823	133648	2557106
3824	133699	2557377
3825	133758	2557805
3826	133797	2557848
3827	133886	2558854
3828	133954	2559443
3829	134020	2560008
3830	134084	2560514
3831	134167	2561399
3832	134249	2562262
3833	134330	2563114
3834	134389	2563529
3835	134428	2563561
3836	134470	2563661
3837	134512	2563760
3838	134557	2563922
3839	134601	2564052
3840	134646	2564211
3841	134689	2564319
3842	134728	2564360
3843	134766	2564391
3844	134808	2564486
3845	134852	2564607
3846	134898	2564780
3847	134940	2564887
3848	134977	2564896
3849	135016	2564925
3850	135058	2565017
3851	135095	2565017
3852	135132	2565026
3853	135166	2564980
3854	135203	2564981
3855	135242	2565009
3856	135278	2564988
3857	135315	2565004
3858	135349	2564948
3859	135382	2564869
3860	135417	2564830
3861	135452	2564796
3862	135498	2564968
3863	135535	2564974
3864	135570	2564928
3865	135603	2564853
3866	135635	2564756
3867	135670	2564723
3868	135705	2564696
3869	135746	2564769
3870	135778	2564676
3871	135817	2564710
3872	135864	2564906
3873	135905	2564981
3874	135945	2565043
3875	135988	2565157
3876	136036	2565352
3877	136068	2565275
3878	136103	2565226
3879	136137	2565171
3880	136170	2565098
3881	136200	2564977
3882	136233	2564902
3883	136265	2564810
3884	136299	2564751
3885	136332	2564662
3886	136368	2564650
3887	136406	2564665
3888	136441	2564646
3889	136473	2564548
3890	136507	2564479
3891	136540	2564421
3892	136574	2564358
3893	136606	2564257
3894	136643	2564271
3895	136676	2564197
3896	136709	2564112
3897	136740	2564009
3898	136773	2563937
3899	136813	2563984
3900	136855	2564081
3901	136891	2564061
3902	136924	2563991
3903	136956	2563908
3904	136991	2563858
3905	137022	2563759
3906	137057	2563722
3907	137095	2563732
3908	137127	2563646
3909	137158	2563535
3910	137191	2563451
3911	137234	2563563
3912	137272	2563590
3913	137305	2563506
3914	137341	2563496
3915	137382	2563577
3916	137416	2563515
3917	137448	2563432
3918	137482	2563370
3919	137522	2563431
3920	137555	2563354
3921	137589	2563296
3922	137620	2563192
3923	137652	2563091
3924	137684	2563005
3925	137716	2562917
3926	137750	2562859
3927	137788	2562871
3928	137820	2562779
3929	137856	2562755
3930	137888	2562672
3931	137922	2562615
3932	137955	2562550
3933	137991	2562525
3934	138028	2562529
3935	138072	2562650
3936	138111	2562699
3937	138150	2562727
3938	138192	2562822
3939	138237	2562964
3940	138281	2563110
3941	138324	2563220
3942	138360	2563202
3943	138392	2563107
3944	138435	2563206
3945	138467	2563126
3946	138500	2563045
3947	138539	2563082
3948	138574	2563058
3949	138608	2562985
3950	138641	2562924
3951	138674	2562840
3952	138708	2562795
3953	138742	2562740
3954	138775	2562654
3955	138806	2562553
3956	138838	2562464
3957	138877	2562499
3958	138914	2562499
3959	138948	2562446
3960	138981	2562361
3961	139012	2562261
3962	139044	2562165
3963	139078	2562110
3964	139112	2562064
3965	139146	2562000
3966	139180	2561945
3967	139211	2561842
3968	139244	2561753
3969	139276	2561667
3970	139309	2561591
3971	139371	2562053
3972	139414	2562164
3973	139450	2562146
3974	139482	2562058
3975	139514	2561969
3976	139547	2561897
3977	139580	2561820
3978	139614	2561754
3979	139647	2561684
3980	139678	2561583
3981	139719	2561650
3982	139752	2561581
3983	139791	2561625
3984	139825	2561555
3985	139857	2561475
3986	139891	2561409
3987	139944	2561704
3988	139989	2561860
3989	140032	2561955
3990	140069	2561954
3991	140104	2561929
3992	140140	2561915
3993	140180	2561957
3994	140220	2562016
3995	140258	2562038
3996	140294	2562008
3997	140330	2562004
3998	140368	2562010
3999	140406	2562037
4000	140451	2562179
4001	140495	2562301
4002	140535	2562358
4003	140568	2562282
4004	140600	2562189
4005	140633	2562122
4006	140666	2562043
4007	140698	2561962
4008	140732	2561905
4009	140766	2561850
4010	140799	2561779
4011	140832	2561693
4012	140865	2561629
4013	140898	2561556
4014	140931	2561478
4015	140963	2561395
4016	140997	2561325
4017	141028	2561224
4018	141061	2561142
4019	141095	2561094
4020	141127	2561004
4021	141160	2560933
4022	141193	2560856
4023	141226	2560786
4024	141259	2560705
4025	141292	2560639
4026	141329	2560634
4027	141361	2560550
4028	141392	2560442
4029	141425	2560361
4030	141457	2560276
4031	141491	2560225
4032	141525	2560165
4033	141563	2560177
4034	141596	2560105
4035	141629	2560037
4036	141663	2559975
4037	141695	2559893
4038	141727	2559795
4039	141760	2559722
4040	141800	2559774
4041	141833	2559713
4042	141867	2559644
4043	141899	2559562
4044	141931	2559477
4045	141965	2559411
4046	141998	2559345
4047	142035	2559339
4048	142067	2559248
4049	142100	2559183
4050	142133	2559097
4051	142166	2559028
4052	142197	2558932
4053	142230	2558856
4054	142267	2558856
4055	142301	2558790
4056	142334	2558719
4057	142367	2558648
4058	142397	2558532
4059	142431	2558472
4060	142466	2558437
4061	142501	2558388
4062	142535	2558348
4063	142571	2558331
4064	142611	2558379
4065	142657	2558540
4066	142694	2558541
4067	142733	2558575
4068	142774	2558635
4069	142814	2558697
4070	142852	2558710
4071	142885	2558643
4072	142920	2558610
4073	142955	2558558
4074	142984	2558430
4075	143017	2558352
4076	143049	2558265
4077	143082	2558181
4078	143114	2558103
4079	143153	2558138
4080	143191	2558153
4081	143222	2558040
4082	143255	2557973
4083	143288	2557900
4084	143321	2557816
4085	143353	2557728
4086	143387	2557676
4087	143419	2557597
4088	143454	2557548
4089	143486	2557463
4090	143518	2557377
4091	143555	2557363
4092	143595	2557416
4093	143626	2557324
4094	143659	2557237
4095	143691	2557154
4096	143724	2557079
4097	143763	2557116
4098	143796	2557049
4099	143833	2557049
4100	143869	2557029
4101	143903	2556972
4102	143935	2556876
4103	143967	2556797
4104	144009	2556879
4105	144043	2556818
4106	144073	2556705
4107	144106	2556632
4108	144140	2556571
4109	144173	2556495
4110	144215	2556597
4111	144249	2556543
4112	144281	2556453
4113	144315	2556385
4114	144358	2556503
4115	144395	2556495
4116	144433	2556510
4117	144465	2556422
4118	144497	2556336
4119	144529	2556250
4120	144562	2556169
4121	144594	2556087
4122	144632	2556091
4123	144662	2555973
4124	144694	2555886
4125	144726	2555800
4126	144759	2555721
4127	144797	2555747
4128	144830	2555671
4129	144869	2555697
4130	144904	2555659
4131	144943	2555690
4132	144982	2555741
4133	145024	2555825
4134	145065	2555881
4135	145100	2555857
4136	145140	2555912
4137	145175	2555861
4138	145207	2555783
4139	145240	2555711
4140	145274	2555656
4141	145311	2555650
4142	145349	2555663
4143	145388	2555709
4144	145422	2555649
4145	145453	2555546
4146	145487	2555482
4147	145522	2555453
4148	145557	2555415
4149	145589	2555325
4150	145623	2555278
4151	145656	2555197
4152	145688	2555109
4153	145728	2555155
4154	145769	2555220
4155	145802	2555160
4156	145836	2555097
4157	145877	2555177
4158	145910	2555101
4159	145945	2555057
4160	145976	2554957
4161	146009	2554884
4162	146041	2554790
4163	146081	2554849
4164	146114	2554782
4165	146157	2554881
4166	146187	2554762
4167	146221	2554698
4168	146253	2554605
4169	146283	2554495
4170	146315	2554404
4171	146347	2554312
4172	146379	2554226
4173	146412	2554157
4174	146446	2554098
4175	146478	2554008
4176	146511	2553933
4177	146544	2553869
4178	146578	2553806
4179	146611	2553741
4180	146650	2553781
4181	146684	2553725
4182	146715	2553616
4183	146747	2553530
4184	146781	2553473
4185	146814	2553402
4186	146853	2553431
4187	146886	2553361
4188	146918	2553281
4189	146951	2553194
4190	146982	2553106
4191	147015	2553031
4192	147054	2553053
4193	147086	2552975
4194	147120	2552924
4195	147155	2552876
4196	147194	2552921
4197	147233	2552946
4198	147273	2553001
4199	147312	2553024
4200	147351	2553059
4201	147389	2553085
4202	147426	2553074
4203	147466	2553135
4204	147502	2553112
4205	147534	2553023
4206	147565	2552911
4207	147600	2552875
4208	147633	2552803
4209	147664	2552705
4210	147698	2552649
4211	147733	2552605
4212	147764	2552512
4213	147798	2552453
4214	147830	2552358
4215	147863	2552300
4216	147899	2552269
4217	147938	2552303
4218	147978	2552356
4219	148010	2552276
4220	148042	2552174
4221	148077	2552142
4222	148110	2552068
4223	148142	2551987
4224	148175	2551910
4225	148207	2551822
4226	148240	2551752
4227	148274	2551702
4228	148307	2551624
4229	148339	2551550
4230	148378	2551575
4231	148413	2551533
4232	148445	2551458
4233	148480	2551410
4234	148511	2551316
4235	148544	2551249
4236	148577	2551170
4237	148610	2551099
4238	148643	2551036
4239	148680	2551028
4240	148712	2550934
4241	148745	2550869
4242	148778	2550796
4243	148819	2550861
4244	148852	2550787
4245	148884	2550715
4246	148918	2550647
4247	148953	2550610
4248	148982	2550486
4249	149014	2550395
4250	149047	2550325
4251	149081	2550266
4252	149112	2550167
4253	149146	2550108
4254	149180	2550049
4255	149214	2550010
4256	149247	2549939
4257	149280	2549861
4258	149312	2549775
4259	149347	2549738
4260	149379	2549654
4261	149416	2549658
4262	149448	2549568
4263	149486	2549583
4264	149523	2549585
4265	149561	2549593
4266	149600	2549623
4267	149639	2549649
4268	149677	2549668
4269	149721	2549794
4270	149754	2549722
4271	149789	2549678
4272	149823	2549624
4273	149859	2549616
4274	149892	2549538
4275	149925	2549467
4276	149957	2549389
4277	149999	2549457
4278	150029	2549342
4279	150062	2549269
4280	150095	2549207
4281	150129	2549158
4282	150161	2549070
4283	150196	2549033
4284	150228	2548946
4285	150259	2548845
4286	150299	2548887
4287	150333	2548830
4288	150366	2548765
4289	150397	2548663
4290	150431	2548602
4291	150464	2548531
4292	150495	2548427
4293	150531	2548418
4294	150565	2548362
4295	150600	2548316
4296	150638	2548339
4297	150671	2548270
4298	150703	2548177
4299	150737	2548134
4300	150771	2548070
4301	150803	2547996
4302	150835	2547905
4303	150869	2547858
4304	150909	2547898
4305	150944	2547858
4306	150978	2547805
4307	151011	2547734
4308	151043	2547653
4309	151076	2547587
4310	151107	2547488
4311	151138	2547379
4312	151171	2547306
4313	151207	2547293
4314	151242	2547254
4315	151274	2547168
4316	151307	2547100
4317	151339	2547008
4318	151371	2546926
4319	151408	2546917
4320	151441	2546853
4321	151475	2546802
4322	151507	2546711
4323	151542	2546672
4324	151577	2546641
4325	151612	2546608
4326	151645	2546532
4327	151677	2546450
4328	151708	2546354
4329	151743	2546314
4330	151780	2546304
4331	151822	2546385
4332	151863	2546448
4333	151910	2546621
4334	151949	2546656
4335	151993	2546770
4336	152031	2546776
4337	152064	2546712
4338	152097	2546638
4339	152129	2546556
4340	152162	2546487
4341	152197	2546449
4342	152229	2546373
4343	152264	2546330
4344	152298	2546274
4345	152332	2546227
4346	152365	2546153
4347	152401	2546134
4348	152446	2546268
4349	152485	2546298
4350	152521	2546276
4351	152552	2546177
4352	152583	2546079
4353	152617	2546018
4354	152649	2545939
4355	152682	2545865
4356	152715	2545789
4357	152749	2545745
4358	152783	2545689
4359	152815	2545610
4360	152850	2545571
4361	152882	2545489
4362	152914	2545398
4363	152948	2545350
4364	152980	2545254
4365	153013	2545196
4366	153048	2545148
4367	153081	2545088
4368	153115	2545036
4369	153149	2544979
4370	153183	2544933
4371	153215	2544848
4372	153248	2544770
4373	153281	2544696
4374	153316	2544674
4375	153350	2544607
4376	153380	2544490
4377	153414	2544442
4378	153448	2544386
4379	153480	2544310
4380	153513	2544240
4381	153552	2544265
4382	153584	2544181
4383	153616	2544093
4384	153649	2544022
4385	153684	2543989
4386	153715	2543885
4387	153745	2543772
4388	153781	2543750
4389	153813	2543675
4390	153847	2543620
4391	153880	2543555
4392	153912	2543469
4393	153947	2543428
4394	153992	2543551
4395	154024	2543466
4396	154056	2543383
4397	154093	2543390
4398	154133	2543427
4399	154172	2543456
4400	154212	2543507
4401	154252	2543553
4402	154296	2543663
4403	154328	2543579
4404	154360	2543495
4405	154394	2543442
4406	154431	2543443
4407	154466	2543399
4408	154498	2543323
4409	154530	2543232
4410	154563	2543174
4411	154596	2543096
4412	154631	2543064
4413	154672	2543122
4414	154706	2543066
4415	154738	2542991
4416	154774	2542974
4417	154811	2542964
4418	154848	2542960
4419	154883	2542930
4420	154918	2542885
4421	154950	2542809
4422	154981	2542713
4423	155013	2542625
4424	155054	2542684
4425	155092	2542690
4426	155123	2542597
4427	155156	2542520
4428	155187	2542429
4429	155217	2542310
4430	155251	2542252
4431	155289	2542265
4432	155328	2542301
4433	155362	2542249
4434	155394	2542165
4435	155427	2542100
4436	155461	2542049
4437	155493	2541961
